id,title,description,date,dev_id,pub_id,metascore,age_rating,agency
1126290,Lost,"This is a casual intellectual game, accompanied by beautiful girls to find pictures of the same shape, get beautiful pictures and exercise your observation.","30 Sep, 2019",733,733,N/A,,
1126310,风信楼,昏君误国，怨声载道，无数野心家暗起反心。在京城一家青楼的掩饰下，你培养手下、积攒钱财、收集情报、建立人脉，等待兵变夺权的最好时机……《风信楼》是一部拥有海量选项和丰富剧情的高自由度养成游戏——百种不同结局，尽在你的选择之中。,"13 Oct, 2021",734,734,N/A,,
1126420,REMOTE LIFE,"Remote Life is a 2D Side scrolling space shooter (shmup) for PC. Experience a fast paced action game with insane scary graphics, and hyper jump into a brutal-frenetic-techno-alien world. Free the world from this dreadful nightmare before its nauseating breath of horror destroys mankind.","4 Oct, 2019",735,735,N/A,,
1126990,PBA Pro Bowling,"The Professional Bowlers Association and FarSight Studios have partnered to create an officially licensed PBA video game. The game features a career mode with over 100 tournaments set in dozens of venues, quickplay and local multi-player modes, online tournaments and more.","23 Oct, 2019",736,736,N/A,3,PEGI
1127400,Mindustry,An open-ended tower-defense game with a focus on resource management.,"26 Sep, 2019",737,737,N/A,,
1127500,Mini Motorways,"Mini Motorways is a strategy simulation game about designing the road map for a growing city. Build a traffic network, one road at a time, to create a bustling metropolis. Redesign your roads and place your motorways to get everyone where they need to go. How long can you keep the city moving?","20 Jul, 2021",738,738,85,,
1127610,Iris and the Giant,"Iris and The Giant is a fusion of the CCG, RPG and roguelike genres. You play as Iris, who must brave her fears in her imaginary world. Dive into a melancholic and gripping adventure, filled with cute monsters and buried memories. Ready to face your inner demons?","27 Feb, 2020",739,492,N/A,,
1127840,Landlord's Super,"Your quintessential construction simulator is here. Take a dodgy loan, restore a property, move in the locals, attend to their grievances, then celebrate with a pint in this fully-simulated, open-world 1980's Britain.","30 Apr, 2020",740,290,N/A,,
1127970,Retro Machina,Retro Machina is a single-player action and exploration game set in a retro-futuristic universe. Experience the journey of a little robot as it solves intricate puzzles and begins unraveling the mysteries of a world long forgotten.,"12 May, 2021",741,742,64,,
1127980,NASCAR Heat 4,"NASCAR Heat 4 is the official video game of NASCAR. Looking and sounding better than ever with updated user interface, graphics and engine audio, race across 38 tracks in all three NASCAR National Series plus the fan-favorite Xtreme Dirt Tour.","13 Sep, 2019",743,744,N/A,3,PEGI
1128000,Cube World,Cube World is a voxel-based action RPG with a focus on exploration. It takes place in a procedurally generated fantasy world made up entirely of cubes.,"30 Sep, 2019",745,745,N/A,,
1128140,Under: Depths of Fear,Enter the mind of traumatized WW1 veteran Alexander Dockter and experience the terrorizing nightmare of trying to escape a sinking ocean liner while being haunted by the most terrifying entities you’ve ever come across.,"26 Oct, 2020",746,747,N/A,,
1128260,"The Princess, the Stray Cat, and Matters of the Heart 2","The Princess, the Stray Cat, and Matters of the Heart 2 is a heart-warming romantic comedy visual novel featuring 5 new heroines and 4 heroines from the first game.","8 Nov, 2019",66,66,N/A,,
1128540,ENDLESS™ Space 2 - Awakening,,"12 Sep, 2019",724,22,N/A,7,PEGI
1128920,EVERSPACE™ 2,"EVERSPACE™ 2 is a fast-paced single-player spaceship shooter with worthwhile exploration in space and on planets, tons of loot, RPG elements, mining, and crafting. Experience a thoughtful sci-fi story, set in a vivid, handcrafted open world full of secrets, puzzles, and perils.","18 Jan, 2021",748,748,N/A,,
1129050,Parkitect - Taste of Adventure,,"20 Nov, 2019",30,-1,N/A,,
1129250,NEKO-NIN exHeart 3,"""We have arrived from the Fuuma Village in order to serve you, sir!""","18 Oct, 2019",749,214,N/A,,
1129310,Receiver 2,"Receiver 2 simulates every internal part of each firearm based on manufacturer schematics and gunsmithing resources. Learn exactly how each sidearm works, including how to load and unload them, clear malfunctions, and operate their safety features.","14 Apr, 2020",750,750,N/A,,
1129580,Medieval Dynasty,"Hunt, survive, build and lead in the harsh Middle Ages: Create your own Medieval Dynasty and ensure its long-lasting prosperity or die trying!","23 Sep, 2021",751,752,73,,
1130410,Cyber Hook,"Speed through a gorgeous retrowave world using parkour skills and a grappling hook to scale and ride walls in this fast-paced, 3D platformer. Blast enemies, manipulate time and abuse physics to avoid falling to your death.","24 Sep, 2020",753,754,N/A,3,PEGI
1130600,Truck Life-Gansu,,"27 Apr, 2020",755,755,N/A,11,PEGI
1130620,Aka Manto | 赤マント,"Aka Manto (赤マント Red Cloak), aka Red Cape or Red Mantle, is a Japanese urban legend about a masked spirit who wears a red cloak, and who appears to people using public or school restrooms.","23 Sep, 2019",756,756,N/A,,
1130630,Armello - The Dragon Clan,,"3 Sep, 2019",757,757,N/A,7,PEGI
1131240,Dungeons of Edera,Dungeons of Edera is a rogue-lite action RPG dungeon crawler featuring procedurally generated levels where you will battle through hordes of monsters to restore Edera to its former glory.,"28 Aug, 2020",758,758,N/A,,
1131530,Dum-Dum,"Travel back to 1985 to discover more about the self-proclaimed “greatest operating system of all time."" Navigate the weird quirks of Hogo OS 1985 Edition, solve puzzles, play mini-games, and unravel the story behind why this one-time cutting edge computer system was mysteriously lost to time.","19 Sep, 2021",759,759,N/A,,
1131550,I Walk Among Zombies Vol. 3,"Gunfire rings out, shattering the safe haven of the town hall. Violent death. People driven to suicide. A mystery group behind the scenes. An imminent horde of zombies. And the intelligent zombies are finally on the move. What will become of Yuusuke and the others?","15 Dec, 2020",760,214,N/A,,
1131800,Pixel Puzzle Makeout League,"Solve pixel puzzles, date superheroes, and save the day! Dating sim meets puzzle game in this romantic comedy adventure.","30 Oct, 2020",761,762,N/A,,
1131900,3rd eye,A 2D exploration/horror game starring the Touhou Project's Koishi Komeiji. Use her Third Eye to explore a mental world entirely unlike reality.,"30 Sep, 2019",763,764,N/A,,
1131920,LABYRINTH OF TOUHOU - GENSOKYO AND THE HEAVEN-PIERCING TREE,"Challenge the Great Tree with the maidens of Gensokyo! Challenge the mysterious great tree that suddenly appeared! Form and develop a large team from the characters of Touhou Project, and challenge the powerful foes that stand in your way! Now, enter the labyrinth that pierces even the skies!","23 Aug, 2021",765,766,N/A,,
113200,The Binding of Isaac,Now 20% More Evil with the Free Halloween update!,"28 Sep, 2011",767,768,84,,
113204,Binding of Isaac: Wrath of the Lamb,,"28 May, 2012",769,769,N/A,,
1132720,I Walk Among Zombies Vol. 0,"Take a step into the shoes of Mitsuki, Tokiko and Sayaka and learn a bit more about their circumstances as well as their interactions with the protagonist in these short stories that take place in around each of the games in the series.","15 Dec, 2020",760,214,N/A,,
1132970,Time To Stop Time,A catastrophe is about to happen and you have only a limited time to prevent it. Use your time stopping powers to make the most out of what little time you have!,"6 Nov, 2020",770,771,N/A,,
1133000,X4: Split Vendetta,,"31 Mar, 2020",772,772,N/A,7,PEGI
1133120,Ecosystem,"Grow and modify an ecosystem, with simulated evolution by natural selection creating the lifeforms that inhabit it. All the creatures in the trailer evolved on their own in the game. None were hand-edited!","16 Mar, 2021",773,774,N/A,,
1133320,Westworld Awakening,"“Westworld Awakening” is a narrative-driven experience played from the perspective of Kate – a host who has attained self-awareness. To survive a dangerous underworld where no one and nothing is what it seems, you must overcome an entire world designed to destroy and enslave you.","20 Aug, 2019",522,775,N/A,,
1134010,Conan Exiles - Blood and Sand Pack,,"3 Sep, 2019",88,88,N/A,,
1134100,Frozenheim,"Frozenheim is a serene Norse city builder with elaborate management gameplay and RTS tactical combat. Lead your Viking clan through hardships of the frozen north, season by season, year after year. Build and survive. Set sail, explore and conquer. Win Odin’s favor and secure your place in Valhalla!","20 May, 2021",776,777,N/A,,
1134520,Dark Light,"Dark Light is a Sci-fi 2D action-platformer, metroidvania, souls-like game. Explore the apocalypse cyberpunk world full of supernatural beings, some of them are only visible in the light source of your drones. Kill, gain, upgrade, get stronger in the dark world!","8 May, 2020",778,778,N/A,,
1134570,F1® 2021,"Every story has a beginning in F1® 2021, the official videogame of the 2021 FIA FORMULA ONE WORLD CHAMPIONSHIP™. Enjoy the stunning new features of F1® 2021, including the thrilling story experience ‘Braking Point’, two-player Career, and get even closer to the grid with ‘Real-Season Start’.","15 Jul, 2021",36,690,86,3,PEGI
1134700,Wild Terra 2: New Lands,Play your role in the life-filled medieval world controlled by players. Live on an inhabited territory or conquer New Continents in new seasons! MMORPG full of logically interconnected worked out little things that create a unique immersion and the spirit of adventure!,"28 Jan, 2021",779,779,N/A,,
1134710,NIMBY Rails,Design and run your own railroads for the real world. Solve global transportation dilemmas. Unleash your inner railway engineer and transit policy manager.,"26 Jan, 2021",780,780,N/A,,
1135280,Dead by Daylight - Stranger Things Chapter,,"17 Sep, 2019",61,61,N/A,18,PEGI
1135300,King's Bounty II,"Legend returns! King’s Bounty II is the long-awaited sequel to the legendary King’s Bounty video games franchise, one of the most iconic representatives of the turn-based RPG genre.","24 Aug, 2021",324,324,N/A,16,PEGI
1135810,Vault of the Void,"A CCG roguelite experience. Use your sideboard to swap in and out cards as you progress, perfecting the ultimate combos. Upgrade & customize your cards with Void Stones, infusing them with new abilities to help defeat the insidious minions that stand between you and The Void.","20 Nov, 2020",781,781,N/A,,
1135830,Brave Alchemist Colette,"Alchemist apprentice Colette sets out on a path to help others with her skills to become a respected alchemist like her mentor. A most peculiar adventure unfolds as Colette encounters people from all walks of life, and behind all of these lies a sinister figure who intends to take the whole world into its grasp...","27 Apr, 2020",94,78,N/A,,
1135910,Hunting Simulator 2,"With your hunting dog by your side, explore the Texan desert and forests of Colorado and Europe as you track down 33 animal species. Choose your gear from over 160 official weapons, accessories and clothing items (including Browning, Winchester and Bushnell).","16 Jul, 2020",782,34,N/A,16,PEGI
1135960,Space Engineers - Economy Deluxe,,"22 Aug, 2019",326,-1,N/A,12,PEGI
1136150,DCS: Bf 109 K-4 Kurfürst - Jagdflieger Campaign,,"22 Aug, 2019",173,174,N/A,,
1136160,Internet Cafe Simulator,Internet Cafe Simulator is an internet cafe business simulation game. Build the best internet café in the world!,"25 Oct, 2019",783,783,N/A,,
1137300,Sherlock Holmes Chapter One,"In this story-driven detective thriller, a young Sherlock Holmes struggles to prove himself as he navigates an exotic, dangerous island in the Mediterranean to investigate the mystery of his mother’s death.","16 Nov, 2021",784,784,N/A,16,PEGI
1137450,ENCODYA,"Neo Berlin 2062. Tina – a nine-year-old orphan – lives with SAM-53 – her big clumsy robot guardian –in a rooftop makeshift shelter in Neo-Berlin, a dark megalopolis controlled by corporations.","26 Jan, 2021",785,786,N/A,,
1137460,ALTF4,[3D 3rd Person Perma-Death Runner Game]Try to overcome various obstacles until the end.,"19 Feb, 2021",787,788,N/A,,
1137750,Farmer's Life,"Life of a farmer is filled with stench, filth and hard work. Kashmir is an old bachelor, farmer and an alcoholic.... Help him survive as long as possible in the middle of east-european nowhere. Your life rhythm will be determined by seasons.","5 Aug, 2021",789,145,N/A,,
1137800,Age of Wonders: Planetfall - Revelations,,"19 Nov, 2019",790,116,78,16,PEGI
1137801,Age of Wonders: Planetfall - Invasions,,"26 May, 2020",790,116,N/A,16,PEGI
1137802,Age of Wonders: Planetfall - Star Kings,,"10 Nov, 2020",790,116,N/A,16,PEGI
1137970,Zombies Ate My Neighbors and Ghoul Patrol,"Enjoy 16-bit console gaming with the cult classic Zombies Ate My Neighbors and its sequel, Ghoul Patrol!","29 Jun, 2021",791,730,N/A,3,PEGI
1138080,斗地主少女/ Landlord Girls,"""Landlord Girls"" is a game that combines beautiful girl + landlord + GALGAME. The game is mainly based on the game of landlord poker. In the fierce battle of the three-player game,","13 Jul, 2020",792,792,N/A,,
1138100,Touhou Ibunseki - Ayaria Dawn: ReCreation,"(English Version Available) A classical Monopoly-like game with 20+ Touhou characters and 10+ official maps. Custom level editor, double resource system (money & crystal), electric dispatching, SP required dice throwing and weather system bring you a whole different game experience. Original characters are waiting for your challenge!","11 Nov, 2019",793,793,N/A,,
1138400,Overcooked! 2 - Carnival of Chaos,,"12 Sep, 2019",91,92,N/A,,
1138660,Black Book,"“Black Book” is a dark RPG Adventure, based on Slavic myths, in which you play as a young sorceress. Fight evil forces in card-based battles and explore the world, where humans live alongside mythological creatures.","10 Aug, 2021",794,795,75,,
1139080,OMSI 2 Add-On Studio Polygon Lite Pack,,"12 Sep, 2019",796,429,N/A,,
1139870,The Dark Eye : Book of Heroes,Experience classical role-playing together with your friends in a co-op multiplayer RPG based on THE DARK EYE license that lets you engage in party-based adventures in the fantasy world of Aventuria.,"9 Jun, 2020",797,798,48,,
1139890,Dictators:No Peace Countryballs,"Dictators : No Peace Countryballs is a war simulation and dictator game. This is a fun,simple and some say a funny countryballs game. If you like simulation games, you will love playing Dictators : No Peace. Play as a dictator of your favourite country and colonize the world.","1 Jan, 2020",799,799,N/A,,
1139900,Ghostrunner,"Ghostrunner offers a unique single-player experience: fast-paced, violent combat, and an original setting that blends science fiction with post-apocalyptic themes. It tells the story of a world that has already ended and its inhabitants who fight to survive.","27 Oct, 2020",800,263,81,16,PEGI
1139940,ATOM RPG Trudograd,"ATOM RPG: Trudograd is a turn-based post-apocalyptic roleplaying game, which continues the story of ATOM RPG as a stand-alone sequel/expansion, and follows the traditions set by classic cRPGs such as the early Fallout and Wasteland titles.","13 Sep, 2021",801,801,N/A,,
1140000,Stellaris: Lithoids Species Pack,,"24 Oct, 2019",115,116,N/A,7,PEGI
1140001,Stellaris: Federations,,"17 Mar, 2020",115,116,74,7,PEGI
1140100,The Persistence,"Survive aboard a doomed deep space colony starship, overrun with horrific and murderous aberrations. Explore, evade and fight your way through the depths to bring the ship back to Earth. Gather resources, upgrade abilities and fabricate an arsenal of weapons in this sci-fi horror roguelite.","20 May, 2020",802,802,75,,
1140270,Monster Prom 2: Monster Camp,"""Monster Prom 2: Monster Camp"" brings you more of the world's best (and maybe only?) multiplayer dating sim; but in a way you've never expected!","23 Oct, 2020",803,803,N/A,,
1140290,Murder by Numbers,Solve Pixel Puzzles to find clues. Use those clues to interrogate witnesses. Work your way to the truth... ...and uncover the mystery of Murder by Numbers!,"6 Mar, 2020",597,203,79,,
1140630,Red Wings: Aces of the Sky,Red Wings: Aces of the Sky is an arcade action game that puts you in the middle of WWI aerial battles. Accompany the legendary Red Baron and cheat death on your way to victory!,"13 Oct, 2020",32,32,N/A,,
1140661,Fernbus Simulator - Netherlands,,"15 Dec, 2020",188,188,N/A,3,PEGI
1140890,Morbid: The Seven Acolytes,"Morbid: The Seven Acolytes is a Horrorpunk Action RPG filled with Lovecraftian horrors and Cronenbergian gore, making it the most gruesome take on the isometric Souls-like genre yet!","3 Dec, 2020",804,805,N/A,,
1141100,Lilitales,"Branded as a traitor for losing the princess, the young knight Luna sets out on a lonely journey to rescue the princess and clear her name.","10 Oct, 2019",806,78,N/A,,
1141220,DemonCrawl,"DemonCrawl is a puzzle roguelite that combines the addicting gameplay of Minesweeper with hundreds of unique items, stages, and abilities!","5 Nov, 2019",807,807,N/A,,
1141550,CUCKOLD SIMULATOR: Life as a Beta Male Cuck,"CUCKOLD SIMULATOR, the exciting new game where you play as Cuckold (that is his name) in his day-to-day life. Work hard, give all your money to the bull, and be verbally abused by your fat wife.","1 May, 2021",808,808,N/A,,
1141930,Mondly: Learn Languages in VR,"Experience the ultimate way to learn languages, without leaving home! Enjoy talking to our virtual characters and gain confidence for real life situations. Get instant feedback on your pronunciation, enrich your vocabulary and discover the fun in learning languages! Fluency in 30 languages awaits!","1 Feb, 2017",809,809,N/A,,
1141960,Pathologic 2: Marble Nest,,"28 Oct, 2019",810,74,N/A,,
1141980,DCS: UH-1H Huey - Worlds Apart Spring 2025 Campaign,,"22 Nov, 2019",811,174,N/A,,
1142080,Pawnbarian,Use your wits and a deck of chess pieces to conquer dungeons full of cunning monsters!,"24 Sep, 2021",812,812,N/A,,
1142220,Beat Aim - Rhythm FPS Shooter,Beat Aim - rhythm aim trainer designed for FPS players with AI generated maps. Makes improving your aim incredibly fun while listening to your favorite songs. Open any music and customize level generation. Combination of osu! and KovaaK's trainer.,"1 Nov, 2019",813,813,N/A,,
1142330,NARUTO SHIPPUDEN: UNS 4 ROAD TO BORUTO NEXT GENERATIONS Pack,,"22 Apr, 2020",814,55,N/A,12,PEGI
1142390,Remothered: Broken Porcelain,"Broken Porcelain brings an abundance of welcome changes to the series, introducing new gameplay and storytelling elements that breathe new life into the characters and an unprecedented level of immersion in this haunting adventure – perfect for both new and returning fans to the series.","13 Oct, 2020",815,513,N/A,18,PEGI
1142500,Fun with Ragdolls: The Game,"Become a ragdoll and create your own environments in Sandbox Mode, explore worlds created by others, or just flop around your destructible sets! Fun with Ragdolls: The Game lets you enjoy everything you love about ragdolls!","17 Sep, 2019",816,816,N/A,,
1142710,Total War: WARHAMMER III,"The cataclysmic conclusion to the Total War: WARHAMMER trilogy is coming. Rally your forces and step into the Realm of Chaos, a dimension of mind-bending horror where the very fate of the world will be decided. Will you conquer your Daemons… or command them?",Early 2022,480,22,N/A,16,PEGI
1142800,DiRT Rally 2.0 Deluxe 2.0 (Season3+4),,"26 Aug, 2019",36,36,N/A,3,PEGI
1142880,Heroes of Hammerwatch: Moon Temple,,"19 Feb, 2020",99,99,N/A,,
1143400,Neverwinter Nights: Enhanced Edition Tyrants of the Moonsea,,"21 Aug, 2019",817,818,N/A,12,PEGI
1143650,Prison Architect - Psych Ward: Warden's Edition,,"21 Nov, 2019",819,116,N/A,16,PEGI
1143810,Black Skylands,"Build your skyship and explore the open world, fight factions of pirates and monsters, claim your territory by foot or by your flying vessel. You're the captain and the sky is the limit in this skypunk Open World action adventure!","9 Jul, 2021",820,74,N/A,,
1143840,Hunt: Showdown - Legends of the Bayou,,"27 Aug, 2019",821,821,N/A,18,PEGI
1143853,Blasphemous - 'Alloy of Sin' Character Skin,,"10 Sep, 2019",822,92,N/A,,
1143890,Naval Action - Leopard,,"29 Nov, 2019",291,291,N/A,,
1144020,GolfTopia,"DESIGN, BUILD and MANAGE your own futuristic golf course. Keep 200 persistent visitors fed, hydrated, and happy. Defend your creation from a growing infestation of weeds with robotic workers and defensive turrets. Evolve your course into a mega resort where nobody wants to go home, EVER!","30 Mar, 2021",823,823,N/A,,
1144400,Senren＊Banka,"Senren＊Banka is a Japanese-style visual novel produced by Yuzusoft, a Japanese developer of romance VNs. This game commemorated Yuzusoft's 10th anniversary. It won numerous awards on the year of its release in Japan for its art, music, and characters.","14 Feb, 2020",824,450,N/A,,
1144410,Jurassic World Evolution: Return To Jurassic Park,,"10 Dec, 2019",196,-1,79,16,PEGI
1144420,Jurassic World Evolution: Raptor Squad Skin Collection,,"26 Nov, 2019",196,196,N/A,16,PEGI
1144500,Two Point Hospital: Exhibition Items Pack,,"25 Mar, 2020",21,-1,N/A,3,PEGI
1144582,DRAGON BALL Z: KAKAROT - TRUNKS - THE WARRIOR OF HOPE,,"10 Jun, 2021",814,55,N/A,12,PEGI
1144640,DRAGON BALL Z: KAKAROT Pre-Order DLC Pack,,"16 Jan, 2020",814,55,N/A,12,PEGI
1144646,DRAGON BALL Z: KAKAROT Season Pass,,"16 Jan, 2020",814,55,N/A,12,PEGI
1144684,Splitgate - Gold Edition,,"25 Aug, 2021",825,825,N/A,,
1144770,SLUDGE LIFE,SLUDGE LIFE is a first-person / open-world / vandalism-centric stroll through a polluted island full of cranky idiots and a vibe so thick you can taste it.,"2 Jun, 2021",826,569,73,,
1144910,Space Gladiators,Ever dreamt of being a space potato? Now’s your chance! Space Gladiators is a 2D hand-drawn roguelite platformer following a bunch of captives fighting their way out of a planet prison. Defeat hordes of aliens in the gladiatorial arenas and earn your freedom!,"10 Mar, 2021",827,827,N/A,,
1144970,Necronator: Dead Wrong,Necronator: Dead Wrong is a deck-building roguelike with an RTS twist. Build a powerful deck. Collect and deploy undead units and raise a unique army. Master each commander’s playstyle and conquer the world. Change the game with rule-bending relics. Unlock new decks and do it all again.,"30 Jul, 2020",828,829,66,,
11450,Overlord™,"Prepare to be tempted, mesmerized and thrilled, become the Overlord, how corrupt you become depends on how you handle any given situation. Your actions impact the game world. With incredible power at your disposal and a team of evil minded minions to do your evil bidding, how will you resist the temptation to be incredibly despotic?","26 Jun, 2007",790,36,81,,
1145360,Hades,"Defy the god of the dead as you hack and slash out of the Underworld in this rogue-like dungeon crawler from the creators of Bastion, Transistor, and Pyre.","17 Sep, 2020",462,462,93,,
1145570,Ortharion project,"Come discover the world of Ortharion! Improve your character by collecting many spells of different qualities in order to defeat your opponents or by discovering many secrets, with puzzles and parkour.","20 Dec, 2020",830,830,N/A,,
1145960,The White Door,Enter The White Door and discover Rusty Lake’s universe in a new game with a unique style! Explore Robert Hill’s dreams and help him to find his lost memories. Can you survive the strict daily routine and bring back color to Robert's life?,"9 Jan, 2020",831,832,77,,
1146170,KingSim,"Become the King in a story-driven 8-bit style game, where choice matters. And try not to die instantly...","28 May, 2020",833,833,N/A,,
1146230,DungeonTop,"A rogue-like deck-building experience coupled with table top battles. Choose a hero and allegiance then dive deep into the dungeon, evolving your deck for survival. Each choice you make matters, even in between battles!","21 Jun, 2020",834,834,N/A,,
1146300,Land of War - The Beginning,"Assume duties of a soldier involved in numerous battles and skirmishes with fast advancing German war machine. Go to battle on foot, driving armored vehicles, or flying an airplane. Use weapons not featured in any other game and feel a good, nostalgic climate of the production like MOHAA or COD.","10 Jun, 2021",835,836,N/A,16,PEGI
1146310,Beyond a Steel Sky,"From multi-award winning Revolution comes ‘Beyond a Steel Sky’, a groundbreaking 3D adventure thriller, set in an AI-driven future. Subvert the world, hack the systems and solve dark conspiracies to uncover the devastating truth.","16 Jul, 2020",837,837,N/A,,
1146600,For the People,"For the People is a mix of a political management sim and a visual novel, putting players in the shoes of an idealistic young state official tasked with shaping the future of a communist factory town. Will the party provide for the people, or are the people just cogs in its machine?..","13 Aug, 2020",838,839,N/A,,
1146630,Yokai's Secret,"""Yokai's secret"" is a decrypt game with ecchi girls. The ""Country of Yamato"" once had cherry blossoms, and Yokai lived in peace with human beings. One day, the Yokai suddenly began to riot. In order to heal the world, you, as the ""Master Hentai"", embarked on the journey.","6 Feb, 2020",625,626,N/A,,
1146830,theHunter: Call of the Wild™ - High-Tech Hunting Pack,,"18 Sep, 2019",194,194,N/A,16,PEGI
1146930,Cities: Skylines - Sunset Harbor,,"26 Mar, 2020",424,116,N/A,3,PEGI
1146960,Frostpunk: The Last Autumn,,"21 Jan, 2020",706,706,N/A,16,PEGI
1146970,My Vow to My Liege,"《My Vow to My Liege》is a visual novel dating game. Players get to play as a girl disguised as the King of Ng, a man. The 4 dateable characters are: the guide, the enemy, the minister and the guard.Will they choose the man over the country? Love over hate? Who will they finally end up with?","21 Sep, 2020",840,558,N/A,,
1147010,Frostpunk: On The Edge,,"20 Aug, 2020",706,706,N/A,16,PEGI
1147100,Conan Exiles - Debaucheries of Derketo Pack,,"8 Oct, 2019",88,88,N/A,,
1147382,Power Rangers: Battle for the Grid - Eric Myers Time Force Quantum Ranger,,"25 Oct, 2019",664,664,N/A,12,PEGI
1147450,Divine Miko Koyori,"As an exorcist who commands powers of the divine, Koyori is sent to a remote village to exorcise the area as part of her training. However, what should have been a simple task soon escalates to unforeseen magnitudes as the dark plot behind the whole incident begins to unfold...","30 Jan, 2020",841,78,N/A,,
1147480,WARRIORS OROCHI 4: The Ultimate Upgrade Pack,,"13 Feb, 2020",280,280,N/A,12,PEGI
1147550,Not For Broadcast,"Take control of the National Nightly News as a radical government comes to power. In this immersive, high-pressure, propaganda sim, you control what the people see and determine what’s Not For Broadcast.","30 Jan, 2020",842,74,N/A,,
1147560,Skul: The Hero Slayer,"Guide 'Skul' on his quest to single-handedly take on the Imperial Army and rescue his King from captivity, in an action-packed rogue-lite 2D platformer for the ages.","20 Jan, 2021",843,514,80,,
1147890,Bonfire Peaks,Set your belongings on fire on a beautiful voxel art puzzle island.,"30 Sep, 2021",844,337,82,7,PEGI
1147970,Abode 2,"Explore and investigate every corner and detail of this highly interactive apartment to unveil all its secrets and restore power to the city. An ""escape the room"" puzzle game.","7 Nov, 2019",845,845,N/A,,
1148020,Cities: Skylines - Content Creator Pack: Modern City Center,,"7 Nov, 2019",846,116,N/A,3,PEGI
1148021,Cities: Skylines - Downtown Radio,,"7 Nov, 2019",424,116,N/A,3,PEGI
1148022,Cities: Skylines - Content Creator Pack: Modern Japan,,"26 Mar, 2020",847,116,N/A,3,PEGI
1148450,Detective Jackie - Mystic Case,Get ready to investigate a mysterious murder of mythological proportions!,"7 Nov, 2019",848,39,N/A,,
1148510,Pretty Angel,Relax class puzzle game to keep you in a good mood,"13 Dec, 2019",849,849,N/A,,
1148590,DOOM 64,"DOOM 64, originally released on the Nintendo 64 in 1997, is now available for the first time on PC.","19 Mar, 2020",610,316,N/A,16,PEGI
1148650,The Legend of Bum-Bo,A puzzle based deck building rogue-like prequel to The Binding of Isaac... Made of cardboard!,"12 Nov, 2019",768,768,73,,
1149440,Dragon Marked For Death,"Dragon Marked For Death is a 2D side-scrolling action RPG game where up to 4 players can play together in online multiplayer. The characters, known as the Dragonblood Clan, have forged a pact with the Astral Dragon, which granted them special new powers.","21 Apr, 2020",235,235,N/A,,
1149460,ICARUS,"ICARUS is a session-based PvE survival game for up to eight co-op players or solo. Explore a savage alien wilderness in the aftermath of terraforming gone wrong. Survive long enough to mine exotic matter, then return to orbit to craft more advanced tech. Meet your deadline or be left behind forever.","4 Dec, 2021",247,247,N/A,,
1149550,Utawarerumono: Mask of Deception,"You awaken in a field of snow with no memory of even your name. The local monstrosities nearly devour you before you meet your rescuer, a beautiful girl named Kuon—who has animal ears and a tail. She names you Haku⸺ The Japanese hit tactics-RPG visual novel series returns to PC at last!","23 Jan, 2020",850,851,N/A,,
1149620,Gas Station Simulator,"Buy an abandoned gas station and restore it to its full glory. Renovate, upgrade and expand upon the offered services to keep up with your clients demands.","15 Sep, 2021",852,853,70,,
1149640,RimWorld - Royalty,,"24 Feb, 2020",854,-1,N/A,,
1149660,Seek Girl Ⅱ,"This is a casual intellectual game, get beautiful pictures and exercise your observation.","30 Sep, 2019",733,733,N/A,,
1149710,Tesla Force,"With science as your super power, charge up your coils and zap into action! Tesla Force is a rogue-lite top-down shooter featuring endless procedural gameplay with tentacle splitting action. Play as Tesla, Curie, Lovecraft and Shelley and blast the cosmic horror back into the galactic abyss!","19 Nov, 2020",855,855,N/A,,
1150030,Dungeon Defenders II - What A Deal Pack,,"5 Sep, 2019",856,-1,N/A,12,PEGI
1150031,Dungeon Defenders II - Defender Pack,,"5 Sep, 2019",856,-1,N/A,12,PEGI
1150032,Dungeon Defenders II - Supreme Pack,,"5 Sep, 2019",856,-1,N/A,12,PEGI
1150033,Dungeon Defenders II - Treat Yo' Self Pack,,"5 Sep, 2019",856,-1,N/A,12,PEGI
1150080,Azur Lane Crosswave,"In the middle of each nation's normal training routine, a Joint Military Exercise was enacted. A select few from each nation were chosen to participate in this rigorous event. But, how did this event come to be? Are there other ulterior motives at play?","13 Feb, 2020",857,128,N/A,,
1150090,Learning Factory,"A relaxing factory building game about the most important thing: making cats happy. Build, craft, optimize and automate production chains, learn to apply machine learning to sales, while creating a giant cat-catering factory on Mars. Wishlist and follow!","18 Feb, 2021",858,859,N/A,,
1150590,Samurai Jack: Battle Through Time,"Become Samurai Jack, the greatest warrior across time. Journey through time to finally stop Aku’s evil reign in this new adventure told by the creators of Samurai Jack.","21 Aug, 2020",539,860,76,16,PEGI
1150640,Yu-Gi-Oh! Legacy of the Duelist : Link Evolution,"Build your Deck from over 10,000 cards and take on the most iconic Duelists from the Yu-Gi-Oh! universe. Relive the stories from the original Yu-Gi-Oh! animated series through Yu-Gi-Oh! VRAINS!","24 Mar, 2020",861,862,N/A,7,PEGI
1150690,OMORI,"Explore a strange world full of colorful friends and foes. When the time comes, the path you’ve chosen will determine your fate... and perhaps the fate of others as well.","25 Dec, 2020",863,863,87,,
